bubble,client,epochs,mae,mase,num_samples,rmse,round,smape,stage,strategy,train_samples,wmape
,WI_1_FOODS_2,40,12.332337379455566,3.685589551925659,2323,19.076187133789062,,45.75660824775696,personalized,Local,11336,0.28662063942578997
,WI_1_FOODS_3,40,22.883041381835938,3.29669451713562,2720,33.59703826904297,,26.38586461544037,personalized,Local,13200,0.19557356882731047
,WI_1_HOBBIES_1,40,13.399271011352539,2.5961880683898926,2699,17.47663688659668,,29.861533641815186,personalized,Local,13102,0.28070285333677847
,WI_1_HOBBIES_2,40,2.9846925735473633,3.7157986164093018,2719,4.555969715118408,,90.77233076095581,personalized,Local,13195,0.7326994317662218
,WI_1_HOUSEHOLD_1,40,13.676742553710938,3.4423742294311523,2502,17.56003761291504,,40.43891429901123,personalized,Local,12174,0.3595361324020384
,WI_1_HOUSEHOLD_2,40,3.544377565383911,2.6012461185455322,2101,4.87907075881958,,40.56205451488495,personalized,Local,10308,0.3137185535107369
,WI_2_FOODS_1,40,34.246585845947266,4.5601983070373535,2494,55.497554779052734,,45.491424202919006,personalized,Local,12135,0.36462711373279066
,WI_2_FOODS_2,40,33.59934997558594,3.454986095428467,2409,64.11421966552734,,62.40299344062805,personalized,Local,11738,0.35335313530000856
,WI_2_FOODS_3,40,68.73580169677734,3.7496864795684814,2712,99.25919342041016,,62.56648898124695,personalized,Local,13161,0.422083488529265
,WI_2_HOBBIES_1,40,9.109148979187012,2.4760444164276123,2681,11.789948463439941,,41.675105690956116,personalized,Local,13013,0.37253079666615224
,WI_2_HOBBIES_2,40,4.318934917449951,5.59328556060791,2539,7.746957778930664,,92.27637052536011,personalized,Local,12352,0.6720872389444887
,WI_2_HOUSEHOLD_1,40,31.01085090637207,3.4499478340148926,2114,42.06382369995117,,42.47509837150574,personalized,Local,10348,0.31837820347822005
,WI_2_HOUSEHOLD_2,40,4.819066524505615,3.1112725734710693,2283,8.257708549499512,,39.026713371276855,personalized,Local,11145,0.3632797989411876
,WI_3_FOODS_1,40,23.72966766357422,4.68112850189209,2568,32.153446197509766,,51.308995485305786,personalized,Local,12483,0.3930557106494367
,WI_3_FOODS_2,40,14.549673080444336,2.2098073959350586,2672,23.970211029052734,,55.10178208351135,personalized,Local,12974,0.3060894455007593
,WI_3_FOODS_3,40,45.11358642578125,2.974879026412964,2659,77.77041625976562,,25.701898336410522,personalized,Local,12916,0.18052523254711242
,WI_3_HOBBIES_1,40,9.912099838256836,2.651650905609131,2720,12.716886520385742,,41.07803702354431,personalized,Local,13200,0.36756526393144273
,WI_3_HOBBIES_2,40,2.733635187149048,3.2062172889709473,2718,4.0004072189331055,,102.49747037887573,personalized,Local,13190,0.7149062357168623
,WI_3_HOUSEHOLD_1,40,14.71777057647705,2.4669976234436035,2436,19.31612777709961,,31.000399589538574,personalized,Local,11865,0.27034405798041966
,WI_3_HOUSEHOLD_2,40,5.41657829284668,4.167028903961182,2608,10.658699035644531,,55.63552975654602,personalized,Local,12670,0.5290602046152657
0,CA_1_FOODS_1,,20.112577438354492,3.395911931991577,2506,25.415283203125,1,52.75379419326782,federated,Global FedAvg,12195,0.4475176344160809
0,CA_1_FOODS_2,,18.468080520629883,2.5473413467407227,2720,23.185710906982422,1,49.1058349609375,federated,Global FedAvg,13200,0.2983534857425224
0,CA_1_FOODS_3,,54.949100494384766,4.004520416259766,2670,78.04579162597656,1,49.12036657333374,federated,Global FedAvg,12965,0.320955936239372
0,CA_1_HOBBIES_1,,20.449365615844727,2.343151092529297,2707,25.602365493774414,1,40.55712819099426,federated,Global FedAvg,13136,0.34288531304390135
0,CA_1_HOBBIES_2,,4.724696159362793,4.175393104553223,2482,7.208344459533691,1,88.97726535797119,federated,Global FedAvg,12087,0.6669716364744244
0,CA_1_HOUSEHOLD_1,,13.282033920288086,3.003633975982666,2173,17.75634765625,1,28.57435941696167,federated,Global FedAvg,10634,0.25306321240681695
0,CA_1_HOUSEHOLD_2,,4.975951671600342,3.3376150131225586,2720,6.439322471618652,1,60.556238889694214,federated,Global FedAvg,13200,0.43065383948018304
0,CA_2_FOODS_1,,19.74286460876465,3.260641574859619,2605,25.64998435974121,1,44.963377714157104,federated,Global FedAvg,12660,0.3208349546322031
0,CA_2_FOODS_2,,10.278234481811523,3.34110951423645,2720,13.108672142028809,1,57.16546177864075,federated,Global FedAvg,13200,0.4133297677063318
0,CA_2_FOODS_3,,51.87631607055664,6.267086505889893,2613,70.44771575927734,1,51.80230736732483,federated,Global FedAvg,12700,0.3141097646600753
0,CA_2_HOBBIES_1,,13.074304580688477,2.082516670227051,2720,16.55570411682129,1,41.22690558433533,federated,Global FedAvg,13200,0.3624274818592811
0,CA_2_HOBBIES_2,,4.812817573547363,3.7759275436401367,2485,9.157734870910645,1,75.70343017578125,federated,Global FedAvg,12102,0.6124776751417973
0,CA_2_HOUSEHOLD_1,,11.771149635314941,2.196507692337036,2570,15.447511672973633,1,35.23856997489929,federated,Global FedAvg,12493,0.3178584011257993
0,CA_2_HOUSEHOLD_2,,6.035513877868652,2.940115451812744,2533,9.907125473022461,1,47.579142451286316,federated,Global FedAvg,12327,0.41199655198974267
0,CA_3_FOODS_1,,24.174596786499023,3.8174703121185303,2505,32.71724319458008,1,56.05189800262451,federated,Global FedAvg,12189,0.4011564033963048
0,CA_3_FOODS_2,,21.226396560668945,2.3417716026306152,2720,27.451276779174805,1,40.18571674823761,federated,Global FedAvg,13200,0.3026921158796324
0,CA_3_FOODS_3,,104.16886901855469,4.812397003173828,2670,145.62966918945312,1,51.77885890007019,federated,Global FedAvg,12965,0.3489547262370728
0,CA_3_HOBBIES_1,,24.0760498046875,2.483059883117676,2655,38.2910270690918,1,36.041900515556335,federated,Global FedAvg,12891,0.34705653650172125
0,CA_3_HOBBIES_2,,5.6522626876831055,3.8398427963256836,2644,8.141022682189941,1,71.67109847068787,federated,Global FedAvg,12842,0.555911990151562
